scene,operator,contrast_loss,clipping,entropy,DR,log_std,highlight_ratio,shadow_ratio,skew,kurtosis
Artist Palette,gamma,0.18032626807689667,0.995109498500824,0.08656422048807144,1.0998436212539673,0.1808806210756302,0.02011241763830185,0.0022575687617063522,0.23962076008319855,2.5371758937835693
Artist Palette,reinhard_local,0.14967426657676697,0.33043304085731506,5.6498589515686035,1.0998436212539673,0.1808806210756302,0.02011241763830185,0.0022575687617063522,0.23962076008319855,2.5371758937835693
Balanced Rock,reinhard,0.5541192293167114,0.26770225167274475,5.442045211791992,2.9404473304748535,0.6514506936073303,0.13061361014842987,0.0002550219651311636,6.409866809844971,72.38074493408203
Balanced Rock,drago,0.3625034689903259,0.005296108778566122,6.249948501586914,2.9404473304748535,0.6514506936073303,0.13061361014842987,0.0002550219651311636,6.409866809844971,72.38074493408203
Balanced Rock,filmic,0.4311564862728119,5.39077049666048e-08,6.34413480758667,2.9404473304748535,0.6514506936073303,0.13061361014842987,0.0002550219651311636,6.409866809844971,72.38074493408203
Balanced Rock,gamma,0.6362051367759705,0.8939692378044128,1.5434221029281616,2.9404473304748535,0.6514506936073303,0.13061361014842987,0.0002550219651311636,6.409866809844971,72.38074493408203
Balanced Rock,reinhard_local,0.548565685749054,0.2685512602329254,5.849403381347656,2.9404473304748535,0.6514506936073303,0.13061361014842987,0.0002550219651311636,6.409866809844971,72.38074493408203
Bandon Sunset (1),reinhard,0.4211469888687134,0.15216787159442902,6.445141315460205,2.3485395908355713,0.6007811427116394,0.056271541863679886,0.0005983862793073058,6.871787071228027,160.34121704101562
Bandon Sunset (1),drago,0.24235212802886963,0.001140471431426704,5.951676845550537,2.3485395908355713,0.6007811427116394,0.056271541863679886,0.0005983862793073058,6.871787071228027,160.34121704101562
Bandon Sunset (1),filmic,0.269216388463974,6.684555501124123e-06,6.528430938720703,2.3485395908355713,0.6007811427116394,0.056271541863679886,0.0005983862793073058,6.871787071228027,160.34121704101562
Bandon Sunset (1),gamma,0.5415874123573303,0.5522294640541077,4.381887912750244,2.3485395908355713,0.6007811427116394,0.056271541863679886,0.0005983862793073058,6.871787071228027,160.34121704101562
Bandon Sunset (1),reinhard_local,0.41987043619155884,0.15286675095558167,6.555335998535156,2.3485395908355713,0.6007811427116394,0.056271541863679886,0.0005983862793073058,6.871787071228027,160.34121704101562
Bandon Sunset (2),reinhard,0.3426673412322998,0.11076515913009644,6.66168212890625,2.1810812950134277,0.5915711522102356,0.051712024956941605,0.0006083646439947188,3.980130195617676,83.23931121826172
Bandon Sunset (2),drago,0.1875101923942566,0.0013456980232149363,5.832577705383301,2.1810812950134277,0.5915711522102356,0.051712024956941605,0.0006083646439947188,3.980130195617676,83.23931121826172
Bandon Sunset (2),filmic,0.19520187377929688,5.110450365464203e-05,6.434866905212402,2.1810812950134277,0.5915711522102356,0.051712024956941605,0.0006083646439947188,3.980130195617676,83.23931121826172
Bandon Sunset (2),gamma,0.48524001240730286,0.4736551344394684,4.583545684814453,2.1810812950134277,0.5915711522102356,0.051712024956941605,0.0006083646439947188,3.980130195617676,83.23931121826172
Bandon Sunset (2),reinhard_local,0.3419702649116516,0.11165259033441544,6.715141296386719,2.1810812950134277,0.5915711522102356,0.051712024956941605,0.0006083646439947188,3.980130195617676,83.23931121826172
